Index,CurrentCost,TotalCost,CurrentPackets,TotalPackets, TrafficIntensity
752,470,429300,9,9949,13.2301
753,410,429710,10,9959,13.2258
754,670,430380,10,9969,13.2215
755,730,431110,9,9978,13.2159
756,500,431610,10,9988,13.2116
757,420,432030,10,9998,13.2074
758,230,432260,9,10007,13.2018
759,400,432660,9,10016,13.1963
760,290,432950,8,10024,13.1895
761,500,433450,10,10034,13.1853
762,280,433730,8,10042,13.1785
763,600,434330,12,10054,13.1769
764,410,434740,11,10065,13.1741
765,380,435120,12,10077,13.1725
766,600,435720,11,10088,13.1697
767,330,436050,10,10098,13.1656
768,580,436630,11,10109,13.1628
769,260,436890,11,10120,13.1599
770,500,437390,11,10131,13.1571
771,190,437580,11,10142,13.1543
772,220,437800,13,10155,13.1541
773,420,438220,10,10165,13.1501
774,350,438570,12,10177,13.1486
775,440,439010,12,10189,13.1471
776,990,440000,15,10204,13.1495
777,520,440520,12,10216,13.148
778,430,440950,12,10228,13.1465
779,510,441460,10,10238,13.1425
780,330,441790,10,10248,13.1385
781,550,442340,14,10262,13.1396
782,800,443140,13,10275,13.1394
783,970,444110,13,10288,13.1392
784,550,444660,13,10301,13.139
785,290,444950,9,10310,13.1338
786,550,445500,13,10323,13.1336
787,720,446220,15,10338,13.136
788,480,446700,14,10352,13.1371
789,740,447440,16,10368,13.1407
790,430,447870,16,10384,13.1443
791,750,448620,15,10399,13.1466
792,730,449350,14,10413,13.1477
793,460,449810,14,10427,13.1488
794,650,450460,14,10441,13.1499
795,630,451090,13,10454,13.1497
796,480,451570,15,10469,13.152
797,380,451950,15,10484,13.1543
798,580,452530,14,10498,13.1554
799,590,453120,17,10515,13.1602
800,550,453670,15,10530,13.1625
801,720,454390,14,10544,13.1635
802,510,454900,14,10558,13.1646
803,830,455730,15,10573,13.1669
804,500,456230,12,10585,13.1654
805,730,456960,14,10599,13.1665
806,410,457370,15,10614,13.1687
807,720,458090,15,10629,13.171
808,340,458430,16,10645,13.1745
809,400,458830,15,10660,13.1768
810,570,459400,15,10675,13.179
811,830,460230,17,10692,13.1837
812,800,461030,19,10711,13.1909
813,500,461530,16,10727,13.1943
814,820,462350,15,10742,13.1966
815,850,463200,16,10758,13.2
816,1020,464220,17,10775,13.2047
817,870,465090,18,10793,13.2105
